#{"t_start": 1760637054.371827, "env_id": "None"}
r,l,t
2.0999997,188,28406.675471
3.1000006,354,28411.843929
8.1,224,28415.707472
4.1000004,141,28418.269136
5.1000004,151,28421.126344
1.1,40,28422.871708
4.1000004,147,28425.842831
3.0999997,151,28428.652765
2.1,167,28431.675348
5.100001,172,28434.721236
4.100001,216,28438.332537
-0.9,49,28440.143274
2.1,234,28545.88713
5.100001,189,28549.284132
0.10000001,44,28551.057745
5.100001,132,28553.507214
0.1,59,28555.466577
3.0999997,160,28558.463363
3.0999997,192,28561.518144
3.1000001,257,28565.629416
4.1000004,177,28568.753193
0.100000024,41,28570.355488
2.0999997,164,28573.460924
3.1,151,28576.337358
4.100001,155,28579.24675
4.100001,144,28581.882718
3.0999997,170,28686.734302
1.0999999,156,28689.921631
5.100001,160,28692.759306
4.1000004,197,28696.27962
2.0999997,147,28699.099002
2.1,164,28701.985204
2.1,234,28705.857607
5.100001,246,28710.079022
4.1000004,180,28713.138395
6.100001,175,28716.378532
1.0999998,152,28719.325623
4.1000004,232,28827.565903
3.1,149,28830.400679
3.1,133,28833.043364
3.1,136,28835.739731
0.100000024,164,28838.612732
3.1000001,278,28842.77045
3.0999997,185,28846.107681
6.100001,124,28848.551664
5.1000004,114,28850.954803
2.1,77,28853.078695
5.1,194,28856.407418
2.1,136,28859.140004
1.0999999,163,28862.017403
1.0999998,160,28967.344642
3.1,142,28970.511843
4.1000004,173,28973.684302
5.100001,187,28976.984863
3.1,143,28979.912189
2.1,161,28982.832184
2.0999994,153,28985.829024
5.100001,160,28988.615838
1.1,54,28990.373747
6.1000004,230,28994.052544
3.0999997,159,28997.035558
5.1,136,28999.705358
3.1,156,29002.574384
1.0999999,161,29108.61819
3.0999997,144,29111.769893
2.0999997,164,29114.608818
5.1000004,144,29117.551669
-0.90000004,35,29119.195135
6.100001,241,29123.047831
5.100001,220,29126.615258
5.100001,223,29130.196223
4.1000004,237,29133.926493
4.1,174,29137.0856
6.1000004,196,29140.270724
2.0999994,214,29143.90428
2.1,148,29249.968319
1.0999998,100,29252.151093
4.1000004,143,29255.144827
3.1,133,29257.732146
4.100001,211,29261.230468
5.100001,151,29264.080339
8.099997,422,29270.03056
-0.9,47,29271.629921
4.100001,427,29277.554726
1.0999999,37,29279.182951
5.1000004,159,29282.079341
2.1,159,29391.036107
5.1000004,149,29393.728573
2.0999997,163,29396.899419
4.100001,296,29401.265613
1.0999999,187,29405.09802
3.0999997,149,29408.322411
6.1000004,305,29412.970332
3.1,173,29416.136909
3.1000001,176,29419.117265
4.1000004,143,29421.904362
2.1,144,29424.548936
4.100001,218,29532.091483
4.100001,177,29535.170723
4.100001,238,29539.047698
3.1000001,154,29542.030267
1.0999999,191,29545.242241
6.1000004,199,29548.687693
5.1000004,225,29552.305609
1.1000001,51,29554.110425
3.0999997,173,29557.365685
3.1,159,29560.224971
0.10000007,296,29564.505248
-0.9,33,29566.127677
3.0999997,192,29673.304134
0.100000046,206,29676.886069
6.100001,426,29682.940588
5.1,241,29686.976918
2.0999997,153,29690.009107
-0.9,36,29691.674073
0.100000024,150,29694.577187
4.100001,171,29697.658005
3.0999997,137,29700.4295
1.0999998,120,29702.808918
7.100001,419,29812.43118
4.100001,245,29816.438005
4.100001,164,29819.481768
2.0999997,152,29822.204182
1.0999998,184,29825.52369
4.100001,140,29828.271952
2.0999997,177,29831.437926
-0.9,36,29832.942054
3.1,272,29837.127698
5.1,143,29839.703067
3.1,145,29842.453901
0.10000001,150,29845.413289
3.0999997,105,29952.793274
2.1,194,29956.124037
5.1000004,239,29960.014997
2.0999997,229,29963.733205
4.1000004,194,29967.150215
0.10000004,161,29970.148306
4.1,203,29973.562902
1.0999999,148,29976.367968
1.1,71,29978.502016
3.1,182,29981.489908
4.100001,249,29985.490074
2.1,138,29988.20965
6.1,298,30097.023067
1.1,155,30100.018021
3.1,164,30102.819657
5.1000004,230,30106.663178
1.0999999,147,30109.527345
2.0999997,213,30113.040252
4.100001,370,30118.356017
4.100001,194,30121.748224
4.1,157,30124.711366
3.0999997,106,30127.211238
5.100001,287,30234.199477
1.0999998,211,30237.840812
3.1,169,30240.831335
2.0999992,202,30244.228667
1.0999999,131,30246.828429
5.1,157,30249.74593
1.0999998,328,30254.410748
6.100001,426,30260.135966
4.100001,165,30263.104024
4.100001,248,30369.619477
0.100000024,87,30371.769491
3.0999997,154,30374.710958
1.0999998,148,30377.458569
7.100001,216,30381.076092
5.1,145,30383.891574
4.1000004,230,30387.595589
3.1,226,30391.314799
1.1,103,30393.730999
0.100000024,40,30395.427193
1.0999998,98,30397.770223
1.0999999,177,30401.048297
1.0999999,147,30403.745093
2.0999997,196,30509.709678
3.0999997,226,30513.243332
4.1000004,138,30516.67158
2.1,176,30519.763487
3.1,144,30522.440882
4.1,137,30525.052018
0.100000024,55,30527.008456
2.1,185,30530.164141
3.0999992,234,30534.085804
4.1,168,30537.283276
4.1000004,193,30540.547222
0.100000046,145,30543.281709
5.1,161,30650.677036
1.0999999,189,30653.938457
4.1000004,168,30656.943779
1.0999998,244,30660.819475
5.100001,212,30664.383895
4.100001,146,30667.188458
1.0999999,184,30670.330297
4.1000004,249,30674.268178
3.0999994,180,30677.39918
0.100000046,42,30679.029209
4.1000004,162,30681.874326
3.0999997,274,30788.798876
3.0999997,152,30791.911971
3.1,193,30795.027502
4.1000004,188,30798.463642
5.1000004,185,30801.753181
1.0999999,196,30805.010273
2.1,105,30807.632498
5.100001,162,30810.598825
3.1,170,30813.628247
3.1,169,30816.638849
1.0999998,174,30819.785745
0.10000001,226,30823.381269
1.0999999,156,30928.207648
0.10000007,147,30930.893476
3.1,177,30934.105577
2.1,174,30937.149311
1.0999998,94,30939.420476
3.0999994,200,30942.737154
-0.9,16,30944.16443
3.1,174,30947.487126
3.1,205,30950.949557
2.1,160,30953.782124
2.1,184,30957.029138
3.1,169,30960.14952
4.1,182,30963.191723
5.0999994,231,31070.113739
4.1000004,160,31073.02243
4.100001,141,31075.828475
0.10000013,201,31079.16295
2.1,197,31082.60485
2.0999997,118,31085.088697
1.0999998,107,31087.639722
4.1,137,31090.199263
1.0999999,152,31093.088402
3.0999997,127,31095.584837
7.100001,296,31100.020356
3.1,195,31103.51398
4.100001,141,31212.274899
5.1000004,231,31215.918607
6.1000004,151,31218.79281
3.0999997,219,31222.473202
6.1000004,207,31225.978939
4.1000004,258,31230.099748
3.1,183,31233.134334
2.0999997,193,31236.482406
3.1,161,31239.365683
4.100001,223,31242.911698
4.1,182,31350.016651
3.1,243,31353.852695
2.0999997,83,31356.212852
2.1,193,31359.604164
3.1,139,31362.469001
4.1000004,199,31365.732511
0.10000001,142,31368.666203
4.100001,145,31371.326797
1.0999998,180,31374.577694
2.1,139,31377.492806
2.1,157,31380.331094
2.0999997,76,31382.475896
3.1,206,31385.825241
3.1,138,31491.527624
8.099999,405,31497.174063
5.1,199,31500.459159
2.1,176,31503.636896
0.100000024,246,31507.619695
5.1000004,160,31510.534882
3.0999997,265,31514.591764
4.1000004,426,31520.319544
3.1,174,31625.574979
3.1,162,31629.079173
3.1,174,31632.312413
0.10000001,145,31634.991044
6.1000004,168,31638.150887
3.1,209,31641.47823
5.1000004,195,31644.91085
5.1000004,151,31647.727635
2.1,156,31650.615505
4.0999994,203,31654.122255
7.100001,236,31658.046166
5.100001,288,31765.117791
4.100001,191,31768.493196
3.1,145,31771.242173
2.0999997,163,31774.123042
2.1,225,31777.925984
3.1,168,31780.909027
3.1,221,31784.64743
3.1,145,31787.439502
5.100001,234,31791.229088
3.1,201,31794.653697
2.0999997,113,31797.079732
4.100001,176,31904.322039
5.100001,201,31907.894277
3.1000004,352,31912.881748
4.100001,157,31915.918166
5.100001,175,31919.112982
1.0999998,225,31922.83425
3.1,214,31926.429998
4.100001,357,31931.61667
1.1,145,31934.345483
4.100001,191,31937.82089
2.1,222,32050.453403
4.1000004,150,32053.103248
2.0999997,180,32056.309326
4.100001,175,32059.414622
4.1000004,242,32063.376048
5.1000004,274,32067.723245
2.0999997,149,32070.640008
5.100001,203,32074.126241
2.0999994,171,32077.184635
0.10000013,186,32080.569093
4.100001,192,32185.614758
1.0999999,156,32188.575783
3.1,201,32192.007115
4.1000004,211,32195.467974
3.1,139,32198.095563
-0.9,52,32199.801542
6.100001,184,32203.02544
4.1000004,253,32206.849822
1.0999998,416,32212.614538
4.1000004,233,32216.352954
2.0999997,137,32323.045099
1.0999999,142,32325.894578
1.0999998,263,32330.140563
6.1000004,170,32333.024553
7.1000004,171,32336.164386
3.0999997,174,32339.401702
1.0999998,156,32342.44933
2.1,205,32345.983853
3.1,71,32348.013562
4.1000004,154,32350.715096
4.1,165,32353.671784
1.0999998,185,32356.868389
4.100001,246,32463.7881
4.1000004,184,32466.802374
1.0999999,164,32469.933414
4.100001,164,32472.918716
5.1000004,190,32476.060552
6.1000004,170,32479.170295
3.0999997,212,32482.51201
3.1,150,32485.397649
4.1000004,130,32487.961673
1.1,129,32490.646177
-0.9,15,32492.078887
3.0999997,145,32494.782982
2.1,217,32498.399193
5.100001,212,32606.009665
3.1,219,32609.608784
1.1,134,32612.328736
3.0999997,161,32615.181843
3.0999997,220,32619.040962
4.100001,151,32621.880859
3.0999997,243,32625.523227
3.0999997,244,32629.570012
1.0999998,107,32632.035097
3.1,165,32634.889339
0.10000004,75,32637.165883
1.0999999,183,32640.601654
3.1,154,32746.603722
4.1000004,211,32750.493823
3.1000001,295,32754.77466
6.1,180,32758.164464
2.0999997,173,32761.110275
3.1,157,32764.004919
6.100001,195,32767.312367
2.1,214,32770.928248
4.100001,153,32773.773945
3.0999997,161,32776.758146
4.100001,169,32780.112458
2.1,195,32893.338303
3.1,139,32896.106697
3.0999997,211,32899.812749
2.0999997,173,32902.758741
3.1,149,32905.608371
4.100001,153,32908.571435
2.0999997,177,32911.724683
4.0999994,161,32914.704678
4.1000004,192,32917.927959
3.1,137,32920.732939
4.1,173,32924.791896
0.10000007,162,32927.935983
2.0999994,166,33036.126487
1.0999999,42,33037.970331
0.10000005,204,33041.393645
4.1000004,194,33044.698065
6.100001,214,33048.173148
3.0999997,184,33051.456472
1.0999998,210,33054.916846
2.1,200,33058.454683
2.0999994,225,33062.383405
4.100001,151,33065.280856
1.0999999,153,33068.16006
4.100001,169,33173.229117
4.1000004,168,33176.492687
4.100001,148,33179.482826
2.099999,243,33183.369646
2.0999997,38,33185.039346
6.100001,221,33188.845105
3.0999997,229,33192.580757
-0.9,42,33194.250189
0.100000024,38,33195.926664
2.0999997,210,33199.584505
2.0999997,237,33203.362187
6.100001,176,33206.327334
2.0999997,196,33209.948755
0.10000007,169,33315.721061
3.0999997,193,33319.220439
3.1,186,33322.340353
5.1000004,187,33325.5195
3.1,143,33328.62853
4.1000004,293,33332.783198
2.0999997,159,33335.81034
4.100001,261,33339.875933
2.0999994,192,33343.10547
4.100001,162,33346.151158
4.0999994,195,33453.300996
0.10000004,175,33456.896938
3.0999997,148,33460.205981
2.1,38,33462.072035
0.10000001,41,33463.815302
4.1000004,143,33466.748939
3.1,147,33469.784749
3.1,174,33473.212559
1.0999998,168,33476.321231
3.0999994,171,33479.806643
3.1,151,33482.815994
0.10000007,117,33485.415974
5.1000004,176,33488.748351
3.0999997,167,33491.881666
5.100001,187,33495.316314
2.1,147,33601.761279
2.1,224,33606.064977
4.1000004,176,33609.610419
6.100001,218,33613.305826
3.0999994,178,33616.569836
1.0999998,115,33619.085753
4.100001,212,33622.647705
3.0999997,203,33626.026973
3.0999997,187,33629.240338
-0.9,53,33630.958517
4.100001,160,33633.956803
3.0999994,130,33636.478496
3.1,140,33744.767943
4.1,103,33747.321553
4.100001,172,33750.989043
3.0999997,163,33753.925393
3.1,167,33757.190572
4.100001,151,33760.372516
2.0999994,156,33763.489681
5.1000004,210,33767.16528
0.10000003,219,33770.991675
1.1,170,33774.354073
2.1,191,33777.927761
2.0999997,128,33780.80337
5.100001,154,33783.836931
3.0999997,145,33891.230329
5.1000004,145,33893.91874
2.1,132,33896.678642
1.0999999,150,33899.695531
-0.9,17,33901.115284
1.0999998,173,33904.203978
2.1000004,297,33908.791742
2.0999997,178,33911.95643
3.1,137,33914.563588
5.100001,154,33917.514265
5.1000004,145,33920.430476
3.1000001,163,33923.477355
5.100001,180,33926.583997
4.100001,154,34031.584691
2.0999997,163,34034.609516
4.100001,175,34037.848108
1.0999999,156,34040.934398
3.0999997,174,34044.197887
5.100001,179,34047.614223
3.0999997,178,34051.054316
1.0999999,170,34054.17135
6.100001,187,34057.54947
3.0999997,131,34060.715069
3.0999997,210,34064.424916
2.0999994,186,34067.775958
4.1000004,187,34178.660135
2.1,151,34181.581189
4.1000004,197,34185.136213
2.0999997,181,34188.337021
6.1000004,160,34191.317052
3.0999997,234,34194.985177
4.100001,172,34198.070322
3.1,237,34201.857985
1.0999998,115,34205.112386
3.1,165,34208.21988
3.1000009,429,34317.083452
1.0999998,109,34319.528201
5.1000004,258,34323.750401
7.1000004,215,34327.505791
5.100001,147,34330.558356
6.1000004,191,34334.198629
3.1,171,34337.303579
7.100001,270,34342.080753
2.1,161,34345.103073
2.0999997,178,34348.485181
2.1,169,34351.731444
3.0999997,157,34459.548555
5.100001,348,34464.430738
0.10000001,183,34467.56911
4.1000004,196,34471.108943
3.0999997,191,34474.48218
5.1000004,232,34478.104228
4.100001,149,34481.086425
3.0999997,170,34484.270734
0.1,52,34486.127759
5.100001,152,34488.932115
6.1000004,163,34492.130406
4.100001,169,34598.303913
4.100001,190,34601.924709
3.0999994,183,34605.31057
2.1,181,34608.745202
5.100001,165,34612.275177
2.1,204,34615.816379
3.1,157,34619.416484
2.1,170,34622.818996
4.1000004,144,34626.018053
4.1000004,168,34629.809529
2.0999997,153,34633.176322
3.0999994,185,34637.004044
4.1,182,34752.271048
4.1000004,167,34755.382189
4.100001,411,34761.266637
4.100001,159,34764.411446
4.100001,179,34767.641142
0.10000004,71,34769.599758
-0.9,36,34771.349284
3.0999997,145,34773.930805
6.1,168,34777.060467
3.0999997,131,34779.615241
0.10000007,126,34782.220731
2.1,185,34785.521451
5.1000004,235,34894.494099
2.0999997,183,34897.6982
2.0999997,130,34900.345247
1.0999999,155,34903.346163
4.1000004,134,34905.901567
5.100001,188,34909.303718
6.100001,181,34912.5797
5.100001,232,34916.030104
4.1000004,179,34919.211985
3.0999997,199,34922.800259
4.100001,150,34925.826002
4.100001,206,34931.412248
7.1000004,202,35042.360492
3.1,164,35045.279086
2.0999997,163,35048.239107
7.100001,385,35053.951507
1.0999998,148,35056.835747
1.0999999,145,35059.618516
1.0999999,148,35062.431518
3.0999997,162,35065.262203
3.0999997,166,35068.447342
1.0999998,86,35070.626727
4.0999994,188,35073.835079
3.1,158,35179.187167
8.1,195,35182.568217
0.10000007,77,35184.655182
4.100001,172,35187.639341
5.100001,214,35191.311093
2.0999994,144,35194.102844
2.1,154,35196.892458
4.100001,167,35199.942404
1.0999998,208,35203.173544
3.0999997,156,35206.181773
4.100001,304,35210.737145
3.1000001,245,35322.764874
0.10000001,41,35324.507725
2.0999997,250,35328.670499
3.0999994,157,35332.473134
7.1000004,231,35336.274445
2.1,210,35339.766966
3.0999997,144,35342.510355
3.0999997,208,35345.977329
6.100001,223,35349.523678
6.100001,247,35353.933057
5.1000004,167,35356.931015
5.100001,204,35464.126769
4.1000004,156,35467.189129
1.0999999,173,35470.278008
-0.9,45,35472.082901
5.100001,209,35475.396233
4.1,191,35478.60416
6.100001,156,35481.675494
6.100001,204,35485.123998
3.1,177,35488.254364
4.1000004,164,35491.771464
2.0999992,230,35495.479728
2.0999997,166,35498.444453
5.100001,186,35609.868903
2.1,159,35612.914817
2.0999997,156,35615.617298
1.0999999,38,35617.266357
4.1,255,35621.285242
5.1000004,155,35624.251782
3.1,177,35627.377111
4.100001,156,35630.382729
5.1000004,173,35633.336907
4.100001,160,35636.318974
1.0999999,54,35638.103347
2.0999997,165,35641.239216
4.1000004,191,35644.541032
1.0999998,61,35646.340136
2.1,132,35752.987371
3.0999997,177,35756.063001
4.100001,223,35759.920138
3.0999997,178,35763.15302
6.1000004,190,35766.295049
4.1000004,191,35769.502423
5.100001,265,35773.702207
3.1,133,35776.250128
2.1,152,35779.033918
5.100001,169,35782.34853
4.100001,166,35785.351315
5.100001,183,35896.097415
3.1,205,35899.950667
4.1000004,162,35903.148402
4.100001,179,35906.518362
4.1000004,175,35909.663871
3.1,154,35912.770769
3.1,178,35915.795264
5.1000004,189,35919.025903
4.1000004,191,35922.581392
3.1,153,35925.312849
3.1,205,35928.785046
7.1000004,190,35932.487291
3.0999994,141,36040.421677
5.1000004,241,36044.302516
2.1,142,36046.969101
0.10000005,35,36048.589294
1.0999999,195,36052.060688
5.100001,233,36055.808348
5.1000004,209,36059.058556
3.1,191,36062.547358
5.100001,227,36066.360663
3.1,156,36069.207412
4.100001,167,36072.255277
4.100001,163,36181.005785
2.0999994,124,36184.057864
5.1000004,234,36188.085552
4.100001,191,36191.592376
2.1,138,36194.529356
3.0999997,175,36197.660636
4.0999994,191,36201.373819
1.0999998,160,36204.548883
7.100001,190,36208.197029
4.1,186,36211.651713
4.100001,182,36214.785111
2.1,176,36217.761442
4.1000004,203,36323.187452
5.1000004,142,36325.787212
4.1000004,155,36328.589335
3.0999997,88,36330.91892
3.1,67,36332.804707
2.1,154,36335.627975
3.1,225,36339.159714
4.1000004,173,36342.357634
0.10000001,40,36343.903719
4.100001,156,36346.750533
2.1,139,36349.269172
4.1000004,182,36352.616096
4.100001,175,36355.617247
1.0999999,165,36358.585892
4.1,195,36466.798879
2.1,148,36469.835246
3.1,138,36472.820239
4.100001,200,36476.407614
5.1000004,173,36479.756511
3.1,175,36483.030885
5.1000004,272,36487.407311
3.1,133,36490.23523
2.0999997,182,36493.647305
1.0999998,180,36497.119548
1.0999999,157,36500.20814
5.1000004,157,36607.878855
3.1,152,36611.10558
3.1,160,36614.026291
3.1,148,36616.68998
4.1000004,169,36619.75339
2.1,153,36622.659603
3.1,213,36626.219236
4.1,178,36629.45196
2.1,200,36632.845538
4.1000004,159,36635.778609
3.0999994,153,36638.642004
5.1000004,189,36641.932144
1.0999998,254,36748.260897
1.0999999,139,36750.979698
5.100001,228,36755.099187
2.1,244,36759.228615
3.1,110,36762.06522
5.1000004,166,36765.415508
4.1000004,177,36768.73021
2.1,280,36773.094871
5.100001,180,36776.674497
3.0999997,150,36779.840865
2.1,138,36782.721632
4.100001,170,36890.179816
3.0999997,153,36893.071854
6.1000004,184,36896.260184
0.1,69,36898.217838
2.0999997,189,36901.691921
6.100001,184,36904.804189
1.0999999,159,36907.748551
3.1,143,36910.452775
4.1000004,183,36913.789562
2.1,213,36917.265294
4.100001,192,36920.437998
4.1000004,262,36924.718914
6.100001,198,37032.199591
5.100001,137,37035.173692
4.1000004,149,37038.189486
1.0999998,177,37041.488439
7.100001,201,37045.296713
2.0999997,112,37047.790183
5.100001,179,37051.166865
3.0999994,164,37054.413267
4.100001,192,37057.942715
6.100001,298,37062.934052
6.100001,165,37066.09917
2.0999997,198,37175.051178
2.0999997,175,37178.272783
5.100001,209,37181.963339
4.100001,165,37185.064921
5.100001,233,37188.828413
3.0999997,154,37191.83602
3.0999997,153,37194.582067
3.0999997,158,37197.559315
4.100001,160,37200.380473
1.0999998,182,37204.43072
5.100001,216,37208.338959
3.1,39,37210.004878
5.100001,181,37213.374594
3.0999997,166,37319.330219
5.100001,200,37322.867354
5.100001,155,37326.294149
0.10000005,31,37327.940805
5.100001,176,37331.492156
1.0999999,147,37334.397688
3.1,173,37337.577569
3.0999997,167,37341.256442
3.0999997,153,37344.100673
3.0999997,49,37345.956032
3.0999997,220,37349.694017
4.100001,256,37354.227151
4.100001,171,37463.930745
-0.9,58,37465.887473
5.100001,220,37469.464308
0.100000024,37,37471.216616
3.0999997,176,37474.254947
4.100001,182,37477.411768
6.100001,170,37480.471906
3.1,175,37483.799003
1.0999998,178,37486.976809
4.1000004,193,37490.251276
5.1,178,37493.543735
0.10000007,31,37495.123883
4.100001,197,37498.515625
6.100001,329,37605.782736
3.1,159,37608.68374
2.0999997,74,37610.675102
2.0999994,202,37614.247655
5.1000004,201,37617.5756
2.1,134,37620.34588
4.100001,159,37623.382631
4.100001,179,37626.912561
3.0999997,172,37630.121319
6.100001,417,37636.207079
4.100001,227,37640.040655
4.1000004,168,37750.356012
5.100001,220,37754.14589
3.0999997,145,37756.85787
4.100001,213,37760.366788
4.100001,157,37763.474936
2.0999994,62,37765.353963
3.0999994,206,37768.866377
4.1,136,37771.591328
3.0999997,166,37774.645432
2.0999997,155,37777.429222
3.0999997,208,37780.892444
3.0999994,232,37784.822318
6.100001,181,37893.018538
3.0999994,165,37896.108528
3.1,154,37898.917429
1.0999999,154,37901.813856
4.1,173,37904.741485
6.1000004,194,37907.961871
3.0999997,156,37910.681567
3.1,212,37914.41664
1.0999998,149,37917.261562
5.1000004,171,37920.249929
5.1000004,179,37923.762001
5.100001,189,38034.392561
5.100001,162,38037.317036
5.100001,197,38040.651517
5.100001,168,38043.865532
6.1000004,192,38047.318004
5.100001,407,38052.905053
5.100001,163,38055.738177
6.1000004,172,38058.818297
3.0999994,156,38061.789246
4.100001,170,38065.050323
2.0999997,148,38067.973149
4.100001,180,38174.18625
0.10000001,226,38177.822428
2.1,141,38180.563418
3.1000001,287,38185.031057
3.0999997,187,38188.216772
1.0999999,173,38191.240082
3.0999992,161,38194.250616
1.0999998,198,38197.556697
3.1,126,38200.231882
1.0999998,150,38203.015907
3.0999997,162,38206.283104
2.0999997,172,38318.633754
3.1,135,38321.517569
2.1,209,38325.210404
4.1000004,204,38328.699145
3.1,125,38331.132433
6.100001,203,38334.760394
3.0999997,141,38338.101778
2.1,162,38341.849619
2.0999997,206,38345.41894
1.0999998,231,38349.684014
1.0999998,169,38352.756703
3.1,181,38355.982172
3.0999997,192,38465.456874
5.100001,199,38469.010095
2.0999994,197,38472.331374
0.100000076,248,38476.228942
4.1000004,134,38478.923534
4.1000004,185,38482.097698
2.0999997,165,38485.188393
4.1000004,158,38487.95647
0.10000007,38,38489.71727
6.100001,197,38492.940566
5.1,160,38495.942641
3.1,164,38498.744347
2.1,228,38612.756997
4.100001,154,38615.738482
2.0999997,177,38618.869037
6.1000004,199,38622.387244
3.0999997,171,38625.505528
3.0999997,172,38628.430916
5.1000004,137,38631.183756
2.0999994,165,38634.353755
3.0999994,133,38637.127733
4.1000004,164,38640.017846
5.1000004,152,38643.03971
4.100001,195,38646.183554
5.1000004,185,38752.317619
3.0999994,137,38754.916607
1.0999999,65,38756.862725
4.1000004,147,38759.800544
3.0999997,185,38763.115069
3.1,139,38765.744289
-0.9,43,38767.393685
1.0999998,182,38770.569295
4.1,142,38773.356723
3.0999997,199,38776.629581
7.100001,196,38780.061953
3.0999997,151,38782.882588
2.1,236,38786.633428
2.1,156,38896.712752
3.1,190,38900.201202
5.100001,145,38903.256169
3.1,190,38906.738497
2.0999997,209,38910.364853
1.0999999,166,38913.285618
5.1000004,206,38916.824701
4.100001,173,38920.010989
3.0999994,144,38922.788913
4.1,163,38925.827747
3.0999997,158,38928.927092
1.0999999,36,38930.623203
5.100001,249,39039.173358
2.1,145,39041.798458
3.0999997,150,39044.951905
3.0999997,203,39048.385658
5.1000004,153,39051.142829
4.1000004,176,39054.492905
5.1000004,160,39057.387016
2.1,227,39061.088572
4.1000004,188,39064.519368
5.100001,164,39067.486085
2.0999997,155,39070.274935
1.0999999,195,39073.704901
0.099999964,32,39075.242929
0.10000007,171,39187.25049
3.1,168,39190.355913
3.1,195,39193.988639
4.100001,211,39197.707983
4.1000004,139,39200.704124
0.10000003,64,39202.825563
3.1,194,39206.412308
1.0999998,140,39209.180222
4.100001,223,39212.89833
5.100001,202,39216.364971
1.0999999,147,39219.043362
3.1,244,39223.349769
4.1000004,173,39329.692317
6.100001,213,39333.537522
3.0999997,196,39336.890681
3.1,160,39339.796012
3.1,160,39342.866838
3.1,160,39345.608745
2.1,168,39348.834163
5.100001,165,39351.846073
2.1,185,39355.064895
5.1000004,189,39358.269545
0.099999964,159,39361.151626
6.100001,175,39468.003474
3.1,182,39471.265021
-0.9,40,39473.061682
0.10000005,35,39474.855526
2.0999997,143,39477.520734
6.100001,202,39481.106861
3.0999997,176,39484.536767
3.1,79,39486.721884
4.1,141,39489.45088
2.0999997,186,39492.999499
2.0999997,72,39495.059713
1.0999999,54,39496.929272
2.0999997,99,39499.43111
3.1,143,39502.428095
1.0999999,171,39506.057142
4.1000004,171,39509.424855
3.0999997,218,39616.765105
3.1000001,255,39620.791719
0.100000046,156,39623.730023
6.100001,228,39627.457935
4.1000004,203,39630.752133
7.1000004,188,39633.998244
3.0999997,136,39636.644577
0.10000005,188,39640.045988
6.100001,163,39642.916058
3.0999997,217,39646.49868
5.100001,210,39649.888487
3.1,217,39758.619296
2.1,218,39762.488327
4.1000004,155,39765.753824
7.100001,179,39769.091957
3.0999997,170,39772.423613
5.100001,149,39775.538519
0.10000004,90,39777.775864
3.0999997,162,39780.785542
3.1,139,39783.790561
4.100001,106,39786.182274
1.0999999,174,39789.57996
3.0999994,172,39792.727666
3.1,217,39900.157137
3.1,175,39903.199586
-0.9,40,39905.024751
4.1000004,195,39908.570985
3.1,201,39912.273216
0.10000007,201,39916.662955
4.1000004,199,39919.994348
1.0999999,205,39923.38735
3.1,185,39926.759725
5.1000004,137,39929.40034
5.1,160,39932.41003
1.0999998,166,39935.551744
0.10000007,40,39937.249751
3.0999997,162,40044.088153
6.1,158,40047.091223
4.100001,208,40050.897026
4.1000004,177,40054.365288
2.1000001,163,40057.559158
3.0999997,149,40060.641614
5.100001,188,40064.376735
4.1000004,188,40067.914044
3.1,197,40071.423201
3.1,207,40075.326401
3.1,133,40078.029782
1.0999998,285,40188.307788
3.0999997,99,40190.483477
6.1000004,210,40194.106018
2.1,242,40197.938669
1.1,91,40200.074536
1.0999999,175,40203.815416
6.100001,242,40208.271686
4.1000004,175,40211.741122
3.1,175,40215.021637
0.10000003,250,40218.882772
2.1,199,40222.148748
3.1,214,40328.541213
3.1,153,40331.775022
4.1000004,214,40335.952594
4.1000004,160,40339.296138
3.0999994,196,40342.838213
3.0999997,165,40346.323002
5.1000004,167,40349.563361
4.1000004,109,40352.106307
4.1000004,258,40356.594853
0.100000024,87,40358.793572
3.1,143,40361.679934
4.1000004,170,40365.168769
4.1000004,176,40473.856154
3.1,213,40477.499053
3.0999994,152,40480.418265
1.0999999,179,40483.750772
4.1000004,189,40486.936577
3.0999997,212,40490.351076
6.1000004,165,40493.505909
0.099999994,196,40496.6692
1.0999999,163,40499.557788
2.1,181,40502.638026
3.0999994,140,40505.32849
3.1,158,40508.327156
5.100001,178,40613.610442
1.0999998,115,40616.102986
3.0999997,172,40619.301815
2.1,153,40622.199081
4.1000004,179,40625.639599
0.10000007,181,40629.191964
2.1000001,300,40634.008946
6.100001,228,40637.935089
5.100001,213,40641.488331
2.1,142,40644.628059
3.1,158,40647.831375
2.1,191,40759.302927
2.0999997,164,40762.312478
2.1,222,40765.946707
5.1000004,142,40768.7852
1.0999999,171,40771.681432
5.1000004,259,40775.902661
-0.9,36,40777.501725
3.1,130,40780.178361
6.1000004,181,40783.454499
5.1000004,190,40786.761339
3.1,213,40790.288342
6.100001,214,40897.294529
2.1,130,40900.350322
0.10000001,54,40902.151345
4.100001,199,40905.774972
3.1,205,40909.080902
2.1,166,40912.191957
2.0999994,145,40914.946748
3.1,175,40918.249373
3.0999997,176,40921.390702
4.1000004,181,40924.656656
5.100001,211,40928.420681
4.1,194,40931.985126
3.1,180,40935.298656
3.1,169,41044.593401
-0.9,35,41046.295267
2.0999994,188,41049.338353
2.1,163,41052.513699
10.099997,395,41058.140985
3.1,157,41060.986033
4.1000004,180,41064.246195
